route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message
11099,c_19530_b_25910_d_63,t_1051410_b_25910_tn_3,,Vacaville Transportation Center,0,19688,p_178725,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051409_b_25910_tn_1,,Vacaville Transportation Center,0,19688,p_178725,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051409_b_25910_tn_2,,Vacaville Transportation Center,0,19688,p_178725,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051409_b_25910_tn_3,,Vacaville Transportation Center,0,19688,p_178725,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051410_b_25910_tn_1,,Vacaville Transportation Center,0,19688,p_178725,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051410_b_25910_tn_2,,Vacaville Transportation Center,0,19688,p_178725,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051399_b_25910_tn_1,,Vacaville Transit Plaza,1,19688,p_178724,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051401_b_25910_tn_3,,Vacaville Transit Plaza,1,19688,p_178724,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051401_b_25910_tn_2,,Vacaville Transit Plaza,1,19688,p_178724,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051401_b_25910_tn_1,,Vacaville Transit Plaza,1,19688,p_178724,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051399_b_25910_tn_3,,Vacaville Transit Plaza,1,19688,p_178724,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11099,c_19530_b_25910_d_63,t_1051399_b_25910_tn_2,,Vacaville Transit Plaza,1,19688,p_178724,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051392_b_25910_tn_1,,Vacaville Transportation Center,0,19690,p_178726,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051394_b_25910_tn_1,,Vacaville Transportation Center,0,19690,p_178726,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051394_b_25910_tn_2,,Vacaville Transportation Center,0,19690,p_178726,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051394_b_25910_tn_3,,Vacaville Transportation Center,0,19690,p_178726,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051392_b_25910_tn_3,,Vacaville Transportation Center,0,19690,p_178726,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051392_b_25910_tn_2,,Vacaville Transportation Center,0,19690,p_178726,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051406_b_25910_tn_2,,Vacaville Transit Plaza,1,19690,p_178727,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051390_b_25910_tn_3,,Vacaville Transit Plaza,1,19690,p_178727,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051390_b_25910_tn_2,,Vacaville Transit Plaza,1,19690,p_178727,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051390_b_25910_tn_1,,Vacaville Transit Plaza,1,19690,p_178727,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051406_b_25910_tn_1,,Vacaville Transit Plaza,1,19690,p_178727,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
11100,c_19530_b_25910_d_63,t_1051406_b_25910_tn_3,,Vacaville Transit Plaza,1,19690,p_178727,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
