TAZ_ORIGINAL,AVGTTS,DIST,PCTDETOUR,TERMINALTIME
300557,0,0,0,1
300558,0,0,0,1
300559,0,0,0,1
300560,0,0,0,1
300561,0,0,0,1
300562,0,0,0,1
300563,0,0,0,1
300564,0,0,0,1
300565,0,0,0,1
300566,0,0,0,1
300567,0,0,0,1
300568,0,0,0,1
300569,0,0,0,1
300570,0,0,0,1
300571,0,0,0,1
300572,0,0,0,1
300573,0,0,0,1
300574,0,0,0,1
300575,0,0,0,1
300576,0,0,0,1
300577,0,0,0,1
300578,0,0,0,1
300579,0,0,0,1
300580,0,0,0,1
300581,0,0,0,1
300582,0,0,0,1
300583,0,0,0,1
300584,0,0,0,1
300586,0,0,0,1
300587,0,0,0,1
300588,0,0,0,1
300589,0,0,0,1
300590,0,0,0,1
300591,0,0,0,1
300592,0,0,0,1
300593,0,0,0,1
300594,0,0,0,1
300595,0,0,0,1
300596,0,0,0,1
300597,0,0,0,1
300598,0,0,0,1
300599,0,0,0,1
300600,0,0,0,1
300601,0,0,0,1
300602,0,0,0,1
300603,0,0,0,1
300604,0,0,0,1
300605,0,0,0,1
300606,0,0,0,1
300607,0,0,0,1
300609,0,0,0,1
300610,0,0,0,1
300611,0,0,0,1
300612,0,0,0,1
300613,0,0,0,1
300614,0,0,0,1
300615,0,0,0,1
300616,0,0,0,1
300617,0,0,0,1
300618,0,0,0,1
300619,0,0,0,1
300620,0,0,0,1
300621,0,0,0,1
300622,0,0,0,1
300623,0,0,0,1
300624,0,0,0,1
300625,0,0,0,1
300626,0,0,0,1
300627,0,0,0,1
300628,0,0,0,1
300629,0,0,0,1
300630,0,0,0,1
300631,0,0,0,1
300632,0,0,0,1
300633,0,0,0,1
300634,0,0,0,1
300635,0,0,0,1
300637,0,0,0,1
300638,0,0,0,1
300639,0,0,0,1
300640,0,0,0,1
300641,0,0,0,1
300642,0,0,0,1
300643,0,0,0,1
300644,0,0,0,1
300645,0,0,0,1
300646,0,0,0,1
300647,0,0,0,1
300648,0,0,0,1
300649,0,0,0,1
300650,0,0,0,1
300651,0,0,0,1
300652,0,0,0,1
300653,0,0,0,1
300654,0,0,0,1
300655,0,0,0,1
300656,0,0,0,1
300657,0,0,0,1
300658,0,0,0,1
300659,0,0,0,1
300660,0,0,0,1
300661,0,0,0,1
300662,0,0,0,1
300663,0,0,0,1
300664,0,0,0,1
300665,0,0,0,1
300666,0,0,0,1
300667,0,0,0,1
300668,0,0,0,1
300669,0,0,0,1
300670,0,0,0,1
300671,0,0,0,1
300672,0,0,0,1
300673,0,0,0,1
300674,0,0,0,1
300675,0,0,0,1
300676,0,0,0,1
300677,0,0,0,1
300678,0,0,0,1
300679,0,0,0,1
300680,0,0,0,1
300681,0,0,0,1
300682,0,0,0,1
300683,0,0,0,1
300684,0,0,0,1
300685,0,0,0,1
300686,0,0,0,1
300687,0,0,0,1
300688,0,0,0,1
300689,0,0,0,1
300690,0,0,0,1
300691,0,0,0,1
300693,0,0,0,1
300695,0,0,0,1
300696,0,0,0,1
300697,0,0,0,1
300698,0,0,0,1
300699,0,0,0,1
300700,0,0,0,1
300701,0,0,0,1
300702,0,0,0,1
300703,0,0,0,1
300704,0,0,0,1
300705,0,0,0,1
300706,0,0,0,1
300707,0,0,0,1
300708,0,0,0,1
300709,0,0,0,1
300710,0,0,0,1
300711,0,0,0,1
300712,0,0,0,1
300713,0,0,0,1
300714,0,0,0,1
300715,0,0,0,1
300716,0,0,0,1
300717,0,0,0,1
300718,0,0,0,1
300719,0,0,0,1
300720,0,0,0,1
300721,0,0,0,1
300722,0,0,0,1
300723,0,0,0,1
300724,0,0,0,1
300725,0,0,0,1
300726,0,0,0,1
300727,0,0,0,1
300728,0,0,0,1
300729,0,0,0,1
300730,0,0,0,1
300731,0,0,0,1
300732,0,0,0,1
300733,0,0,0,1
300734,0,0,0,1
300735,0,0,0,1
300736,0,0,0,1
300737,0,0,0,1
300738,0,0,0,1
300739,0,0,0,1
300740,0,0,0,1
300741,0,0,0,1
300742,0,0,0,1
300743,0,0,0,1
300744,0,0,0,1
300745,0,0,0,1
300746,0,0,0,1
300747,0,0,0,1
300748,0,0,0,1
300749,0,0,0,1
300750,0,0,0,1
300751,0,0,0,1
300752,0,0,0,1
300753,0,0,0,1
300754,0,0,0,1
300755,0,0,0,1
300756,0,0,0,1
300757,0,0,0,1
300758,0,0,0,1
300759,0,0,0,1
300760,0,0,0,1
300761,0,0,0,1
300762,0,0,0,1
300763,0,0,0,1
300764,0,0,0,1
300765,0,0,0,1
300766,0,0,0,1
300767,0,0,0,1
300768,0,0,0,1
300769,0,0,0,1
300770,0,0,0,1
300771,0,0,0,1
300772,0,0,0,1
300773,0,0,0,1
300774,0,0,0,1
300775,0,0,0,1
300776,0,0,0,1
300777,0,0,0,1
300778,0,0,0,1
300779,0,0,0,1
300780,0,0,0,1
300781,0,0,0,1
300782,0,0,0,1
300783,0,0,0,1
300784,0,0,0,1
300785,0,0,0,1
300786,0,0,0,1
300787,0,0,0,1
300788,0,0,0,1
300789,0,0,0,1
300790,0,0,0,1
300791,0,0,0,1
300792,0,0,0,1
300793,0,0,0,1
300794,0,0,0,1
300795,0,0,0,1
300796,0,0,0,1
300797,0,0,0,1
300798,0,0,0,1
300799,0,0,0,1
300800,0,0,0,1
300801,0,0,0,1
300802,0,0,0,1
300803,0,0,0,1
300804,0,0,0,1
300805,0,0,0,1
300806,0,0,0,1
300807,0,0,0,1
300808,0,0,0,1
300809,0,0,0,1
300810,0,0,0,1
300811,0,0,0,1
300813,0,0,0,1
300814,0,0,0,1
300815,0,0,0,1
300816,0,0,0,1
300817,0,0,0,1
300819,0,0,0,1
300820,0,0,0,1
300821,0,0,0,1
300822,0,0,0,1
300823,0,0,0,1
300824,0,0,0,1
300825,0,0,0,1
300826,0,0,0,1
300827,0,0,0,1
300828,0,0,0,1
300829,0,0,0,1
300830,0,0,0,1
300831,0,0,0,1
300832,0,0,0,1
300833,0,0,0,1
300834,0,0,0,1
300835,0,0,0,1
300836,0,0,0,1
300837,0,0,0,1
300838,0,0,0,1
300839,0,0,0,1
300840,0,0,0,1
300841,0,0,0,1
300842,0,0,0,1
300843,0,0,0,1
300844,0,0,0,1
300845,0,0,0,1
300846,0,0,0,1
300847,0,0,0,1
300848,0,0,0,1
300849,0,0,0,1
300850,0,0,0,1
300851,0,0,0,1
300852,0,0,0,1
300853,0,0,0,1
300854,0,0,0,1
300855,0,0,0,1
300856,0,0,0,1
300857,0,0,0,1
300858,0,0,0,1
300859,0,0,0,1
300860,0,0,0,1
300861,0,0,0,1
300862,0,0,0,1
300863,0,0,0,1
300864,0,0,0,1
300865,0,0,0,1
300866,0,0,0,1
300867,0,0,0,1
300868,0,0,0,1
300870,0,0,0,1
300872,0,0,0,1
300873,0,0,0,1
300875,0,0,0,1
300876,0,0,0,1
300877,0,0,0,1
300878,0,0,0,1
300879,0,0,0,1
300880,0,0,0,1
300881,0,0,0,1
300882,0,0,0,1
300883,0,0,0,1
300884,0,0,0,1
300885,0,0,0,1
300886,0,0,0,1
300887,0,0,0,1
300888,0,0,0,1
300889,0,0,0,1
300890,0,0,0,1
300891,0,0,0,1
300892,0,0,0,1
300893,0,0,0,1
300894,0,0,0,1
300895,0,0,0,1
300896,0,0,0,1
300897,0,0,0,1
300898,0,0,0,1
300899,0,0,0,1
300900,0,0,0,1
300901,0,0,0,1
300902,0,0,0,1
300903,0,0,0,1
300904,0,0,0,1
300905,0,0,0,1
300906,0,0,0,1
300907,0,0,0,1
300908,0,0,0,1
300909,0,0,0,1
300911,0,0,0,1
300912,0,0,0,1
300913,0,0,0,1
300914,0,0,0,1
300915,0,0,0,1
300916,0,0,0,1
300917,0,0,0,1
300918,0,0,0,1
300919,0,0,0,1
300920,0,0,0,1
300921,0,0,0,1
300922,0,0,0,1
300923,0,0,0,1
300924,0,0,0,1
300925,0,0,0,1
300926,0,0,0,1
300927,0,0,0,1
300928,0,0,0,1
300929,0,0,0,1
300930,0,0,0,1
300931,0,0,0,1
300932,0,0,0,1
300933,0,0,0,1
300934,0,0,0,1
300935,0,0,0,1
300936,0,0,0,1
300937,0,0,0,1
300938,0,0,0,1
300939,0,0,0,1
300940,0,0,0,1
300941,0,0,0,1
300943,0,0,0,1
300944,0,0,0,1
300945,0,0,0,1
300946,0,0,0,1
300947,0,0,0,1
300948,0,0,0,1
300949,0,0,0,1
300950,0,0,0,1
300951,0,0,0,1
300952,0,0,0,1
300953,0,0,0,1
300954,0,0,0,1
300955,0,0,0,1
300956,0,0,0,1
300957,0,0,0,1
300958,0,0,0,1
300959,0,0,0,1
300960,0,0,0,1
300961,0,0,0,1
300962,0,0,0,1
300963,0,0,0,1
300964,0,0,0,1
300966,0,0,0,1
300967,0,0,0,1
300968,0,0,0,1
300969,0,0,0,1
300970,0,0,0,1
300972,0,0,0,1
300973,0,0,0,1
300974,0,0,0,1
300975,0,0,0,1
300976,0,0,0,1
300977,0,0,0,1
300978,0,0,0,1
300979,0,0,0,1
300980,0,0,0,1
300981,0,0,0,1
300982,0,0,0,1
300983,0,0,0,1
300984,0,0,0,1
300985,0,0,0,1
300986,0,0,0,1
300987,0,0,0,1
300988,0,0,0,1
300989,0,0,0,1
300990,0,0,0,1
300991,0,0,0,1
300992,0,0,0,1
300994,0,0,0,1
300996,0,0,0,1
300997,0,0,0,1
300998,0,0,0,1
300999,0,0,0,1
301000,0,0,0,1
301001,0,0,0,1
301002,0,0,0,1
301003,0,0,0,1
301004,0,0,0,1
301005,0,0,0,1
301006,0,0,0,1
301007,0,0,0,1
301008,0,0,0,1
301009,0,0,0,1
301010,0,0,0,1
301011,0,0,0,1
301012,0,0,0,1
301013,0,0,0,1
301014,0,0,0,1
301015,0,0,0,1
301016,0,0,0,1
301017,0,0,0,1
301018,0,0,0,1
301019,0,0,0,1
301020,0,0,0,1
301021,0,0,0,1
301022,0,0,0,1
301023,0,0,0,1
301024,0,0,0,1
301025,0,0,0,1
301026,0,0,0,1
301027,0,0,0,1
301028,0,0,0,1
301029,0,0,0,1
301030,0,0,0,1
301031,0,0,0,1
301032,0,0,0,1
301033,0,0,0,1
301034,0,0,0,1
301035,0,0,0,1
301036,0,0,0,1
301037,0,0,0,1
301038,0,0,0,1
301039,0,0,0,1
301040,0,0,0,1
301041,0,0,0,1
301042,0,0,0,1
301043,0,0,0,1
301044,0,0,0,1
301045,0,0,0,1
301046,0,0,0,1
301047,0,0,0,1
301048,0,0,0,1
301049,0,0,0,1
301050,0,0,0,1
301051,0,0,0,1
301053,0,0,0,1
301054,0,0,0,1
301055,0,0,0,1
301056,0,0,0,1
301057,0,0,0,1
301058,0,0,0,1
301059,0,0,0,1
301060,0,0,0,1
301061,0,0,0,1
301062,0,0,0,1
301063,0,0,0,1
301064,0,0,0,1
301065,0,0,0,1
301066,0,0,0,1
301068,0,0,0,1
301069,0,0,0,1
301070,0,0,0,1
301071,0,0,0,1
301072,0,0,0,1
301073,0,0,0,1
301074,0,0,0,1
301075,0,0,0,1
301076,0,0,0,1
301077,0,0,0,1
301078,0,0,0,1
301079,0,0,0,1
301080,0,0,0,1
301081,0,0,0,1
301082,0,0,0,1
301084,0,0,0,1
301085,0,0,0,1
301086,0,0,0,1
301087,0,0,0,1
301088,0,0,0,1
301089,0,0,0,1
301090,0,0,0,1
301091,0,0,0,1
301092,0,0,0,1
301093,0,0,0,1
301094,0,0,0,1
301095,0,0,0,1
301096,0,0,0,1
301097,0,0,0,1
301098,0,0,0,1
301099,0,0,0,1
301100,0,0,0,1
301101,0,0,0,1
301102,0,0,0,1
301103,0,0,0,1
301104,0,0,0,1
301105,0,0,0,1
301106,0,0,0,1
301107,0,0,0,1
301108,0,0,0,1
301109,0,0,0,1
301110,0,0,0,1
301111,0,0,0,1
301112,0,0,0,1
301113,0,0,0,1
301114,0,0,0,1
301115,0,0,0,1
301116,0,0,0,1
301117,0,0,0,1
301118,0,0,0,1
301119,0,0,0,1
301120,0,0,0,1
301121,0,0,0,1
301122,0,0,0,1
301123,0,0,0,1
301124,0,0,0,1
301125,0,0,0,1
301126,0,0,0,1
301127,0,0,0,1
301128,0,0,0,1
301129,0,0,0,1
301130,0,0,0,1
301131,0,0,0,1
301132,0,0,0,1
400001,0,0,0,1
400002,0,0,0,1
400003,0,0,0,1
400004,0,0,0,1
400005,0,0,0,1
400006,0,0,0,1
400007,0,0,0,1
400008,0,0,0,1
400009,0,0,0,1
400010,0,0,0,1
400011,0,0,0,1
400012,0,0,0,1
400013,0,0,0,1
400014,0,0,0,1
400015,0,0,0,1
400016,0,0,0,1
400017,0,0,0,1
400018,0,0,0,1
400019,0,0,0,1
400020,0,0,0,1
400021,0,0,0,1
400022,0,0,0,1
400023,0,0,0,1
400024,0,0,0,1
400025,0,0,0,1
400026,0,0,0,1
400027,0,0,0,1
400028,0,0,0,1
400029,0,0,0,1
400030,0,0,0,1
400031,0,0,0,1
400032,0,0,0,1
400033,0,0,0,1
400034,0,0,0,1
400035,0,0,0,1
400036,0,0,0,1
400037,0,0,0,1
400038,0,0,0,1
400039,0,0,0,1
400040,0,0,0,1
400041,0,0,0,1
400042,0,0,0,1
400043,0,0,0,1
400044,0,0,0,1
400045,0,0,0,1
400046,0,0,0,1
400047,0,0,0,1
400048,0,0,0,1
400049,0,0,0,1
400051,0,0,0,1
400052,0,0,0,1
400053,0,0,0,1
400054,0,0,0,1
400055,0,0,0,1
400056,0,0,0,1
400057,0,0,0,1
400058,0,0,0,1
400060,0,0,0,1
400061,0,0,0,1
400062,0,0,0,1
400063,0,0,0,1
400064,0,0,0,1
400065,0,0,0,1
400066,0,0,0,1
400067,0,0,0,1
400068,0,0,0,1
400069,0,0,0,1
400070,0,0,0,1
400071,0,0,0,1
400072,0,0,0,1
400073,0,0,0,1
400074,0,0,0,1
400075,0,0,0,1
400076,0,0,0,1
400077,0,0,0,1
400078,0,0,0,1
400079,0,0,0,1
400080,0,0,0,1
400081,0,0,0,1
400082,0,0,0,1
400083,0,0,0,1
400084,0,0,0,1
400085,0,0,0,1
400086,0,0,0,1
400087,0,0,0,1
400088,0,0,0,1
400089,0,0,0,1
400090,0,0,0,1
400091,0,0,0,1
400092,0,0,0,1
400093,0,0,0,1
400094,0,0,0,1
400095,0,0,0,1
400096,0,0,0,1
400097,0,0,0,1
400098,0,0,0,1
400099,0,0,0,1
400100,0,0,0,1
400101,0,0,0,1
400102,0,0,0,1
400103,0,0,0,1
400104,0,0,0,1
400105,0,0,0,1
400106,0,0,0,1
400107,0,0,0,1
400108,0,0,0,1
400109,0,0,0,1
400110,0,0,0,1
400111,0,0,0,1
400112,0,0,0,1
400113,0,0,0,1
400114,0,0,0,1
400115,0,0,0,1
400116,0,0,0,1
400117,0,0,0,1
400118,0,0,0,1
400119,0,0,0,1
400120,0,0,0,1
400121,0,0,0,1
400122,0,0,0,1
400123,0,0,0,1
400124,0,0,0,1
400125,0,0,0,1
400126,0,0,0,1
400127,0,0,0,1
400128,0,0,0,1
400129,0,0,0,1
400130,0,0,0,1
400131,0,0,0,1
400132,0,0,0,1
400133,0,0,0,1
400134,0,0,0,1
400135,0,0,0,1
400136,0,0,0,1
400137,0,0,0,1
400138,0,0,0,1
400139,0,0,0,1
400140,0,0,0,1
400141,0,0,0,1
400142,0,0,0,1
400143,0,0,0,1
400144,0,0,0,1
400145,0,0,0,1
400146,0,0,0,1
400147,0,0,0,1
400149,0,0,0,1
400150,0,0,0,1
400151,0,0,0,1
400152,0,0,0,1
400153,0,0,0,1
400154,0,0,0,1
400155,0,0,0,1
400156,0,0,0,1
400157,0,0,0,1
400158,0,0,0,1
400159,0,0,0,1
400160,0,0,0,1
400161,0,0,0,1
400162,0,0,0,1
400163,0,0,0,1
400164,0,0,0,1
400165,0,0,0,1
400166,0,0,0,1
400167,0,0,0,1
400168,0,0,0,1
400169,0,0,0,1
400170,0,0,0,1
400171,0,0,0,1
400172,0,0,0,1
400173,0,0,0,1
400174,0,0,0,1
400175,0,0,0,1
400176,0,0,0,1
400177,0,0,0,1
400178,0,0,0,1
400179,0,0,0,1
400180,0,0,0,1
400181,0,0,0,1
400182,0,0,0,1
400183,0,0,0,1
400184,0,0,0,1
400185,0,0,0,1
400186,0,0,0,1
400187,0,0,0,1
400188,0,0,0,1
400189,0,0,0,1
400190,0,0,0,1
400191,0,0,0,1
400192,0,0,0,1
400193,0,0,0,1
400194,0,0,0,1
400195,0,0,0,1
400196,0,0,0,1
400197,0,0,0,1
400198,0,0,0,1
400199,0,0,0,1
400200,0,0,0,1
400201,0,0,0,1
400202,0,0,0,1
400203,0,0,0,1
400204,0,0,0,1
400205,0,0,0,1
400206,0,0,0,1
400207,0,0,0,1
400208,0,0,0,1
400209,0,0,0,1
400210,0,0,0,1
400211,0,0,0,1
400212,0,0,0,1
400213,0,0,0,1
400214,0,0,0,1
400215,0,0,0,1
400216,0,0,0,1
400217,0,0,0,1
400218,0,0,0,1
400219,0,0,0,1
400220,0,0,0,1
400221,0,0,0,1
400222,0,0,0,1
400223,0,0,0,1
400224,0,0,0,1
400225,0,0,0,1
400226,0,0,0,1
400227,0,0,0,1
400228,0,0,0,1
400229,0,0,0,1
400230,0,0,0,1
400231,0,0,0,1
400232,0,0,0,1
400233,0,0,0,1
400234,0,0,0,1
400235,0,0,0,1
400236,0,0,0,1
400237,0,0,0,1
400238,0,0,0,1
400239,0,0,0,1
400240,0,0,0,1
400241,0,0,0,1
400242,0,0,0,1
400243,0,0,0,1
400244,0,0,0,1
400245,0,0,0,1
400246,0,0,0,1
400247,0,0,0,1
400248,0,0,0,1
400249,0,0,0,1
400250,0,0,0,1
400251,0,0,0,1
400252,0,0,0,1
400253,0,0,0,1
400254,0,0,0,1
400255,0,0,0,1
400256,0,0,0,1
400257,0,0,0,1
400258,0,0,0,1
400259,0,0,0,1
400260,0,0,0,1
400261,0,0,0,1
400262,0,0,0,1
400263,0,0,0,1
400264,0,0,0,1
400265,0,0,0,1
400266,0,0,0,1
400267,0,0,0,1
400268,0,0,0,1
400269,0,0,0,1
400270,0,0,0,1
400271,0,0,0,1
400272,0,0,0,1
400273,0,0,0,1
400274,0,0,0,1
400275,0,0,0,1
400276,0,0,0,1
400277,0,0,0,1
400278,0,0,0,1
400280,0,0,0,1
400281,0,0,0,1
400282,0,0,0,1
400283,0,0,0,1
400284,0,0,0,1
400285,0,0,0,1
400286,0,0,0,1
400287,0,0,0,1
400288,0,0,0,1
400289,0,0,0,1
400290,0,0,0,1
400291,0,0,0,1
400292,0,0,0,1
400293,0,0,0,1
400294,0,0,0,1
400295,0,0,0,1
400296,0,0,0,1
400297,0,0,0,1
400298,0,0,0,1
400299,0,0,0,1
400300,0,0,0,1
400301,0,0,0,1
400302,0,0,0,1
400303,0,0,0,1
400304,0,0,0,1
400305,0,0,0,1
400306,0,0,0,1
400307,0,0,0,1
400308,0,0,0,1
400310,0,0,0,1
400311,0,0,0,1
400312,0,0,0,1
400313,0,0,0,1
400314,0,0,0,1
400315,0,0,0,1
400316,0,0,0,1
400317,0,0,0,1
400318,0,0,0,1
400319,0,0,0,1
400320,0,0,0,1
400321,0,0,0,1
400322,0,0,0,1
400324,0,0,0,1
400325,0,0,0,1
400326,0,0,0,1
400327,0,0,0,1
400328,0,0,0,1
400329,0,0,0,1
400330,0,0,0,1
400331,0,0,0,1
400332,0,0,0,1
400333,0,0,0,1
400334,0,0,0,1
400335,0,0,0,1
400336,0,0,0,1
400338,0,0,0,1
400339,0,0,0,1
400340,0,0,0,1
400341,0,0,0,1
400342,0,0,0,1
400343,0,0,0,1
400345,0,0,0,1
400346,0,0,0,1
400347,0,0,0,1
400348,0,0,0,1
400349,0,0,0,1
400350,0,0,0,1
400351,0,0,0,1
400352,0,0,0,1
400353,0,0,0,1
400354,0,0,0,1
400355,0,0,0,1
400356,0,0,0,1
400357,0,0,0,1
400358,0,0,0,1
400359,0,0,0,1
400360,0,0,0,1
400361,0,0,0,1
400362,0,0,0,1
400363,0,0,0,1
400364,0,0,0,1
400365,0,0,0,1
400366,0,0,0,1
400367,0,0,0,1
400368,0,0,0,1
400369,0,0,0,1
400370,0,0,0,1
400371,0,0,0,1
400372,0,0,0,1
400373,0,0,0,1
400374,0,0,0,1
400375,0,0,0,1
400376,0,0,0,1
400377,0,0,0,1
400378,0,0,0,1
400379,0,0,0,1
400380,0,0,0,1
400381,0,0,0,1
400382,0,0,0,1
400383,0,0,0,1
400384,0,0,0,1
400385,0,0,0,1
400386,0,0,0,1
400387,0,0,0,1
400388,0,0,0,1
400389,0,0,0,1
400390,0,0,0,1
400391,0,0,0,1
400392,0,0,0,1
400393,0,0,0,1
400394,0,0,0,1
400395,0,0,0,1
400396,0,0,0,1
400397,0,0,0,1
400398,0,0,0,1
400399,0,0,0,1
400400,0,0,0,1
400401,0,0,0,1
400402,0,0,0,1
400403,0,0,0,1
400404,0,0,0,1
400405,0,0,0,1
400406,0,0,0,1
400407,0,0,0,1
400408,0,0,0,1
400409,0,0,0,1
400410,0,0,0,1
400411,0,0,0,1
400412,0,0,0,1
400413,0,0,0,1
400414,0,0,0,1
400415,0,0,0,1
400416,0,0,0,1
400417,0,0,0,1
400418,0,0,0,1
400419,0,0,0,1
400420,0,0,0,1
400421,0,0,0,1
400422,0,0,0,1
400423,0,0,0,1
400424,0,0,0,1
400425,0,0,0,1
400426,0,0,0,1
400427,0,0,0,1
400428,0,0,0,1
400429,0,0,0,1
400430,0,0,0,1
400431,0,0,0,1
400432,0,0,0,1
400433,0,0,0,1
400434,0,0,0,1
400435,0,0,0,1
400436,0,0,0,1
400437,0,0,0,1
400438,0,0,0,1
400439,0,0,0,1
400440,0,0,0,1
400441,0,0,0,1
400442,0,0,0,1
400443,0,0,0,1
400444,0,0,0,1
400445,0,0,0,1
400446,0,0,0,1
400447,0,0,0,1
400448,0,0,0,1
400449,0,0,0,1
400450,0,0,0,1
400451,0,0,0,1
400452,0,0,0,1
400453,0,0,0,1
400454,0,0,0,1
400455,0,0,0,1
400456,0,0,0,1
400457,0,0,0,1
400458,0,0,0,1
400459,0,0,0,1
400460,0,0,0,1
400461,0,0,0,1
400462,0,0,0,1
400464,0,0,0,1
400465,0,0,0,1
400466,0,0,0,1
400467,0,0,0,1
400468,0,0,0,1
400469,0,0,0,1
400470,0,0,0,1
400471,0,0,0,1
400472,0,0,0,1
400473,0,0,0,1
400474,0,0,0,1
400475,0,0,0,1
400476,0,0,0,1
400477,0,0,0,1
400478,0,0,0,1
400479,0,0,0,1
400480,0,0,0,1
400481,0,0,0,1
400482,0,0,0,1
400483,0,0,0,1
400484,0,0,0,1
400485,0,0,0,1
400486,0,0,0,1
400487,0,0,0,1
400488,0,0,0,1
400489,0,0,0,1
400490,0,0,0,1
400491,0,0,0,1
400492,0,0,0,1
400493,0,0,0,1
400494,0,0,0,1
400495,0,0,0,1
400496,0,0,0,1
400497,0,0,0,1
400498,0,0,0,1
400499,0,0,0,1
400500,0,0,0,1
400501,0,0,0,1
400502,0,0,0,1
400503,0,0,0,1
400504,0,0,0,1
400505,0,0,0,1
400506,0,0,0,1
400507,0,0,0,1
400508,0,0,0,1
400509,0,0,0,1
400510,0,0,0,1
400511,0,0,0,1
400513,0,0,0,1
400514,0,0,0,1
400515,0,0,0,1
400516,0,0,0,1
400517,0,0,0,1
400520,0,0,0,1
400521,0,0,0,1
400522,0,0,0,1
400523,0,0,0,1
400524,0,0,0,1
400525,0,0,0,1
400526,0,0,0,1
400527,0,0,0,1
400528,0,0,0,1
400529,0,0,0,1
400530,0,0,0,1
400531,0,0,0,1
400532,0,0,0,1
400533,0,0,0,1
400534,0,0,0,1
400535,0,0,0,1
400537,0,0,0,1
400538,0,0,0,1
400539,0,0,0,1
400540,0,0,0,1
400542,0,0,0,1
400543,0,0,0,1
400544,0,0,0,1
400545,0,0,0,1
400546,0,0,0,1
400547,0,0,0,1
400548,0,0,0,1
400550,0,0,0,1
400551,0,0,0,1
400552,0,0,0,1
400553,0,0,0,1
400554,0,0,0,1
400555,0,0,0,1
400556,0,0,0,1
400557,0,0,0,1
400558,0,0,0,1
400559,0,0,0,1
400560,0,0,0,1
400561,0,0,0,1
400562,0,0,0,1
400563,0,0,0,1
400564,0,0,0,1
400565,0,0,0,1
400566,0,0,0,1
400567,0,0,0,1
400568,0,0,0,1
400569,0,0,0,1
400570,0,0,0,1
400571,0,0,0,1
400572,0,0,0,1
400574,0,0,0,1
400575,0,0,0,1
400576,0,0,0,1
400577,0,0,0,1
400578,0,0,0,1
400579,0,0,0,1
400580,0,0,0,1
400581,0,0,0,1
400582,0,0,0,1
400583,0,0,0,1
400584,0,0,0,1
400585,0,0,0,1
400586,0,0,0,1
400587,0,0,0,1
400588,0,0,0,1
400589,0,0,0,1
400590,0,0,0,1
400591,0,0,0,1
400592,0,0,0,1
400593,0,0,0,1
400594,0,0,0,1
400595,0,0,0,1
400596,0,0,0,1
400597,0,0,0,1
400598,0,0,0,1
400599,0,0,0,1
400600,0,0,0,1
400601,0,0,0,1
400603,0,0,0,1
400604,0,0,0,1
400605,0,0,0,1
400607,0,0,0,1
400608,0,0,0,1
400609,0,0,0,1
400610,0,0,0,1
400611,0,0,0,1
400612,0,0,0,1
400613,0,0,0,1
400614,0,0,0,1
400615,0,0,0,1
400616,0,0,0,1
400617,0,0,0,1
400619,0,0,0,1
400620,0,0,0,1
400621,0,0,0,1
400622,0,0,0,1
400623,0,0,0,1
400624,0,0,0,1
400625,0,0,0,1
400626,0,0,0,1
400627,0,0,0,1
400628,0,0,0,1
400629,0,0,0,1
400630,0,0,0,1
400631,0,0,0,1
400632,0,0,0,1
400633,0,0,0,1
400634,0,0,0,1
400636,0,0,0,1
400637,0,0,0,1
400638,0,0,0,1
400639,0,0,0,1
400640,0,0,0,1
400641,0,0,0,1
500001,0,0,0,1
500002,0,0,0,1
500003,0,0,0,1
500004,0,0,0,1
500005,0,0,0,1
500006,0,0,0,1
500007,0,0,0,1
500008,0,0,0,1
500009,0,0,0,1
500010,0,0,0,1
500011,0,0,0,1
500012,0,0,0,1
500013,0,0,0,1
500014,0,0,0,1
500015,0,0,0,1
500017,0,0,0,1
500018,0,0,0,1
500019,0,0,0,1
500020,0,0,0,1
500021,0,0,0,1
500022,0,0,0,1
500023,0,0,0,1
500024,0,0,0,1
500025,0,0,0,1
500026,0,0,0,1
500027,0,0,0,1
500028,0,0,0,1
500029,0,0,0,1
500032,0,0,0,1
500033,0,0,0,1
500034,0,0,0,1
500035,0,0,0,1
500036,0,0,0,1
500037,0,0,0,1
500038,0,0,0,1
500039,0,0,0,1
500040,0,0,0,1
500041,0,0,0,1
500042,0,0,0,1
500043,0,0,0,1
500044,0,0,0,1
500045,0,0,0,1
500046,0,0,0,1
500047,0,0,0,1
500048,0,0,0,1
500049,0,0,0,1
500050,0,0,0,1
500051,0,0,0,1
500052,0,0,0,1
500053,0,0,0,1
500054,0,0,0,1
500055,0,0,0,1
500056,0,0,0,1
500057,0,0,0,1
500058,0,0,0,1
500059,0,0,0,1
500060,0,0,0,1
500061,0,0,0,1
500062,0,0,0,1
500063,0,0,0,1
500064,0,0,0,1
500065,0,0,0,1
500066,0,0,0,1
500067,0,0,0,1
500068,0,0,0,1
500069,0,0,0,1
500070,0,0,0,1
500071,0,0,0,1
500073,0,0,0,1
500074,0,0,0,1
500075,0,0,0,1
500076,0,0,0,1
500077,0,0,0,1
500078,0,0,0,1
500079,0,0,0,1
500080,0,0,0,1
500081,0,0,0,1
500082,0,0,0,1
500083,0,0,0,1
500084,0,0,0,1
500085,0,0,0,1
500086,0,0,0,1
500087,0,0,0,1
500088,0,0,0,1
500089,0,0,0,1
500090,0,0,0,1
500091,0,0,0,1
500093,0,0,0,1
500094,0,0,0,1
500096,0,0,0,1
