stop_lat,zone_id,stop_lon,stop_id,parent_station,stop_name,location_type
37.97055,,-122.010954,558,,Clayton Rd/Barbis Way,0
37.968082,,-122.001771,555,,Clayton Rd/West St,0
37.96696,,-121.998047,554,,Clayton Rd/Mendocino Dr,0
37.969935,,-122.008495,557,,Clayton Rd/Maynard St,0
37.969223,,-122.005943,556,,Clayton Rd/Farm Bureau Rd,0
37.962921,,-121.986944,551,,Clayton Rd/Thornwood Dr,0
37.961531,,-121.983048,550,,Clayton Rd/Bailey Rd,0
37.965623,,-121.994484,553,,Clayton Rd/Denkinger Ct,0
37.964339,,-121.990852,552,,Clayton Rd/Glazier Dr,0
37.888183,,-122.139994,1199,,3849 Mt Diablo Blvd,0
37.889533,,-122.149904,1198,,Mt Diablo Blvd/Paulson Ct,0
37.895047,,-122.106122,1191,,Mt Diablo Blvd/Hampton Rd,0
37.896904,,-122.098193,1190,,Mt Diablo Blvd/Mt Diablo Ct,0
37.893605,,-122.110114,1193,,Mt Diablo Blvd/Brown Ave,0
37.894205,,-122.108428,1192,,Mt Diablo Blvd/Stuart St,0
37.892446,,-122.116598,1195,,Mt Diablo Blvd/First St,0
37.892816,,-122.113487,1194,,Mt Diablo Blvd/Second St,0
37.889857,,-122.153348,1197,,Mt Diablo Blvd/Acalanes Rd,0
37.892094,,-122.119375,1196,,Mt Diablo Blvd/Moraga Rd,0
37.896059,,-122.061317,1759,,Locust St/Olympic Blvd,0
37.898039,,-122.061779,1758,,1347 Locust St,0
37.899475,,-122.062343,1757,,Locust St/Bonanza St,0
37.900572,,-122.062793,1756,,Locust St+Civic Dr/Bonanza St,0
37.901116,,-122.063035,1755,,Locust St/Civic Dr,0
37.900674,,-122.058453,1754,,Lincoln Ave/Carmel Dr,0
37.900522,,-122.058832,1753,,Lincoln Ave/Carmel Dr,0
37.890153,,-122.060286,1752,,Lilac Dr/Lancaster Rd,0
37.91848,,-122.04038,1751,,Heather Dr/N San Carlos Dr,0
37.905391,,-122.14246,1177,,Happy Valley Rd/Panorama Dr,0
37.902188,,-122.13639,1176,,Happy Valley Rd/Franklin Ln,0
37.900783,,-122.133022,1175,,Happy Valley Rd/Rose Ln,0
37.90648,,-122.152797,1174,,Happy Valley Rd/Upper Happy Valley,0
37.900658,,-122.133148,1173,,Happy Valley Rd/Rose Ln,0
37.902472,,-122.137435,1172,,Happy Valley Rd/Palo Alto Dr,0
37.893938,,-122.162142,1171,,El Nido Ranch Rd/Lizann Dr,0
37.893125,,-122.151934,1170,,El Nido Ranch Rd/Upper Happy Valley,0
37.891345,,-122.125515,1179,,Happy Valley Rd/Mt Diablo Blvd,0
37.905141,,-122.142092,1178,,Happy Valley Rd/Panorama Dr,0
37.9914,,-122.09046,1285,,Arnold Dr/Holiday Hills Dr,0
37.991778,,-122.086724,1284,,Arnold Dr/Milano Way,0
37.992889,,-122.098417,1287,,Arnold Dr/Muir Parkway Offices,0
37.991163,,-122.094149,1286,,Arnold Dr/Fir Tree Ln,0
37.991003,,-122.09416,1281,,Arnold Dr/Fig Tree Ln,0
37.992024,,-122.098117,1280,,Arnold Dr/Muir Parkway Offices,0
37.991627,,-122.086632,1283,,Arnold Dr/Glacier Dr,0
37.991266,,-122.090022,1282,,Arnold Dr/Holiday Hills Dr,0
38.017708,,-122.13378,1003,,Court St/Ward St,0
38.013822,,-122.136921,1289,,Berrellesa St/Mellus St,0
37.763537,,-121.964264,1579,,2600 Bishop Dr,0
37.773833,,-121.971429,1578,,Annabel Ln/End,0
37.947071,,-121.962984,689,,Michigan Blvd/New Hampshire Dr,0
37.94733,,-121.963133,688,,Michigan Blvd/Ygnacio Valley Rd,0
37.944716,,-121.956309,685,,Michigan Blvd/Nebraska Ave,0
37.944118,,-121.954667,684,,Michigan Blvd/Pennsylvania Blvd,0
37.757389,,-121.940498,1571,,Alcosta Blvd/Terra Alta Dr,0
37.946001,,-121.960204,686,,Michigan Blvd/Washington Blvd,0
37.964184,,-122.045824,681,,Meadow Ln/Blackfield Dr,0
37.961144,,-122.043063,680,,Meadow Ln/Sunshine Dr,0
37.943288,,-121.952335,683,,Michigan Blvd/Maryland Dr,0
37.942726,,-121.950497,682,,Michigan Blvd/El Camino Dr,0
37.96798,,-122.040945,623,,Detroit Ave/Laguna St,0
37.871573,,-122.09843,1226,,St Mary's Rd/Woodview Dr,0
37.962728,,-122.035883,621,,Detroit Ave/Walters Way,0
37.960918,,-122.034272,620,,Detroit Ave/Monument Blvd,0
37.88322,,-122.109713,1223,,St Mary's Rd/Hope Ln,0
37.8845,,-122.114043,1222,,St Mary's Rd/Acampo Dr,0
37.861544,,-122.091227,1221,,Rohrer Dr/Merriewood Dr,0
37.891564,,-122.094314,1220,,Pleasant Hill Rd/Condit Rd,0
37.877361,,-122.181537,1371,,Camino Pablo/Brookwood Rd,0
37.846572,,-122.126029,1340,,Moraga Rd/Corliss Dr,0
37.902746,,-122.171019,1373,,Honey Hill Rd/Miner Rd,0
37.877567,,-122.18078,1372,,Camino Pablo/Moraga Way,0
37.890542,,-122.19401,1375,,Miner Rd/Camino Lenada,0
37.85317,,-122.146422,1374,,Ivy Dr/Descanso Dr,0
37.900809,,-122.190875,1377,,Miner Rd/Camino Sobrante,0
37.851097,,-122.125122,1341,,Moraga Rd/Devin Dr,0
37.903909,,-122.184065,1379,,Miner Rd/Valley View Rd,0
37.90239,,-122.189939,1378,,Miner Rd/Lombardy Ln,0
37.854372,,-122.124843,1342,,Moraga Rd/Ascot Dr,0
37.933828,,-121.928202,453,,Marsh Creek Rd/El Molino Dr,0
37.864509,,-122.124063,1344,,Moraga Rd/Buckingham Dr,0
37.932373,,-121.923229,455,,Marsh Creek Rd/Clayton Rd,0
37.872637,,-122.123807,1346,,Moraga Rd/Via Granada Dr,0
37.872494,,-122.124082,1347,,Moraga Rd/Via Granada Dr,0
37.899622,,-122.150976,1246,,Upper Happy Valley Rd/N Peardale Dr,0
37.749371,,-121.914215,2050,,Dougherty Rd So/Dougherty Rd  No,0
37.770497,,-121.960644,2052,,San Ramon Transit Center,0
38.009859,,-122.030682,2055,,Pike Ln/Arnold Industrial Way,0
37.711047,,-121.910479,2057,,Dougherty Rd/Park Sierra,0
37.710021,,-121.910136,2056,,Dougherty Rd/Iron Horse Trail Apts,0
37.767061,,-121.968906,2058,,Bishop Dr/Executive Pkwy,0
37.957733,,-121.942304,653,,Kirkwood Dr/Yardley Ct,0
37.952532,,-121.957011,650,,Kirker Pass Rd/Clayton Rd,0
37.958135,,-121.947336,651,,Kirkwood Dr/Kirker Pass Rd,0
37.748994,,-121.948473,1603,,Broadmoor Dr/St Denis Dr,0
37.956951,,-122.054329,1970,,John F Kennedy University,0
37.779222,,-121.968714,1618,,Camino Ramon/Crow Canyon Rd,0
37.780088,,-121.969264,1619,,Camino Ramon/Crow Canyon Rd,0
37.772397,,-121.96328,1616,,Camino Ramon/Bishop Ranch 7,0
37.77494,,-121.964919,1617,,Camino Ramon/Norris Canyon Rd,0
37.943241,,-122.060651,1966,,Contra Costa Blvd/Boyd Rd,0
37.772236,,-121.964437,1615,,Bishop Ranch 6,0
37.779829,,-121.969367,1612,,Camino Ramon/Crow Canyon Rd,0
37.778045,,-121.968175,1613,,Camino Ramon/Crow Canyon Rd,0
37.730094,,-121.934065,1610,,Broadmoor Dr/Belle Meade Dr,0
37.781943,,-121.970663,1611,,Camino Ramon/Fostoria Way,0
37.913789,,-122.048849,1768,,Marchbanks Dr/Crosby Ct,0
37.912496,,-122.047493,1769,,Marchbanks Dr/Players Ct,0
37.901697,,-122.061761,1763,,N Main St/Civic Dr,0
37.898335,,-122.060275,1760,,N Main St/Duncan St,0
37.899994,,-122.060966,1761,,N Main St/Bonanza St,0
37.918002,,-122.046317,1766,,Marchbanks Dr/Sand Wedge Pl,0
37.917171,,-122.048831,1767,,Marchbanks Dr/Kinross Dr,0
37.90522,,-122.063649,1764,,N Main St/Arroyo Way,0
37.91706,,-122.042273,1765,,Marchbanks Dr/Heather Dr,0
37.795065,,-121.918606,1142,,Tassajara Ranch Dr/Mountain Ridge,0
37.796992,,-121.917344,1143,,Tassajara Ranch Dr/Zenith Ridge Dr,0
37.793228,,-121.920877,1140,,Tassajara Ranch Dr/Blackstone Dr,0
37.793014,,-121.921175,1141,,Tassajara Ranch Dr/Blackstone Dr,0
37.704277,,-121.916002,1147,,Dublin Blvd/Civic Plz,0
37.704696,,-121.91654,1145,,Dublin Blvd/Sierra Ct,0
37.703642,,-121.912075,1148,,Dublin Blvd/Dublin Ct,0
37.725873,,-121.929415,1149,,Village Pkwy/Kimball Ave,0
37.965842,,-122.069004,1546,,201 Viking Dr,0
37.966388,,-122.067028,1547,,181 Viking Dr,0
37.945938,,-121.960629,690,,Michigan Blvd/Kentucky Dr,0
37.945126,,-121.958033,691,,Michigan Blvd/Louisiana Dr,0
37.947853,,-122.050824,696,,Mohr Ln/Monument Blvd,0
37.946017,,-122.0478,697,,Mohr Ln/Del Rio Cir,0
37.975058,,-122.037655,694,,Mira Vista Ter/Willow Pass Rd,0
37.975745,,-122.037599,695,,Mira Vista Ter/Salvio St,0
37.945644,,-122.045284,698,,Mohr Ln/Del Rio Cir,0
37.943842,,-122.045098,699,,Mohr Ln/Del Rio Ct,0
37.965993,,-122.070015,1548,,Viking Dr/Diablo Valley College,0
37.965863,,-122.075117,1549,,Viking Dr/Norse Dr,0
37.951104,,-121.955586,542,,Clayton Rd/Washington Blvd,0
37.952523,,-121.957987,543,,Clayton Rd/Kirker Pass Rd,0
37.953656,,-121.962135,540,,5350 Clayton Rd,0
37.95222,,-121.958113,541,,Clayton Rd/Ygnacio Valley Rd,0
37.956251,,-121.968454,546,,Clayton Rd/Ayers Rd,0
37.958205,,-121.973924,547,,Clayton Rd/Silverleaf Ln,0
37.95354,,-121.960894,544,,Clayton Rd/Schenone Ct,0
37.955056,,-121.965111,545,,Clayton Rd/Terry Lynn Ln,0
37.958945,,-121.97597,548,,Clayton Rd/Claycord Ave,0
37.960024,,-121.978923,549,,Clayton Rd/Indian Ln,0
37.932349,,-122.019435,1782,,Mitchell Dr/Oak Grove Rd,0
37.90891,,-122.047591,1783,,1301 Montego,0
37.947776,,-121.956895,766,,Pennsylvania Blvd/Washington Blvd,0
37.942798,,-121.955746,767,,1336 Pennsylvania Blvd,0
37.98074,,-122.025272,764,,1939 Parkside Dr,0
37.856234,,-122.155345,1388,,Moraga Way/Woodland Rd,0
37.854374,,-122.152678,1389,,Moraga Way/Ivy Dr,0
37.862145,,-122.168604,1384,,Moraga Way/Casa Vieja,0
37.859868,,-122.164363,1385,,416 Moraga Way,0
37.858882,,-122.161973,1386,,Moraga Way/Oak Dr,0
37.85764,,-122.157793,1387,,Moraga Way/Valley View Dr,0
37.904921,,-122.181967,1380,,550 Miner Rd,0
37.906354,,-122.1794,1381,,Miner Rd/Sycamore Rd,0
37.870873,,-122.17742,1382,,Moraga Way/Orchard Rd,0
37.866049,,-122.175478,1383,,196 Moraga Way,0
37.986962,,-122.127969,1254,,Alhambra Ave/Alhambra Way,0
37.908713,,-122.058511,2190,,N Civic Dr/Brio Dr,0
37.909222,,-122.058615,2191,,N Civic Dr/Brio Dr,0
37.903474,,-122.173283,2192,,Miner Rd/Gardiner Ct,0
37.995789,,-121.779197,2193,,Ebart Hillcrest,0
37.893513,,-122.054655,2194,,Newell Ave/S Broadway,0
37.927201,,-122.019166,2195,,N Via Monte+Ygnacio Valley Rd/Shadelands Dr,0
37.925555,,-122.027618,2196,,Shadelands Dr/Lennon Ln,0
37.932662,,-122.019148,2197,,Oak Grove Rd/Peach Willow Ln,0
37.937162,,-122.028284,2198,,Treat Blvd/Oak Grove Plaza Drive,0
37.93243,,-122.019401,2209,,Oak Grove Rd/Mitchell Dr,0
37.89351,,-122.077327,908,,Boulevard Way/Saranap Ave,0
37.890946,,-122.080227,909,,Boulevard Way/Kinney Dr,0
37.958282,,-122.040508,678,,Meadow Ln/Lodge Dr,0
37.959254,,-122.041383,679,,Meadow Ln/Robin Ln,0
37.90692,,-122.058611,1814,,N Civic Dr/Ygnacio Valley Rd,0
37.91072,,-122.05957,1816,,N Civic Dr/Pine St,0
37.912879,,-122.059814,1817,,N Civic Dr/Parkside Dr,0
37.902507,,-122.064564,1811,,N California Blvd/Cole Ave,0
37.903425,,-122.065277,1812,,N California Blvd/Lacassie Ave,0
37.908269,,-122.066123,1813,,2121 N California Blvd,0
37.914985,,-122.05945,1818,,N Civic Dr/Deodora Way,0
37.916975,,-122.059062,1819,,N Civic Dr/Walden Rd,0
37.800957,,-121.933164,1098,,Camino Tassajara/Wood Ranch Dr,0
38.009379,,-122.040581,671,,185 Mason Cir,0
37.73129,,-121.937088,1609,,Broadmoor Dr/Northland Ave,0
37.736055,,-121.939917,1608,,Broadmoor Dr/Chestnut Ct,0
37.705295,,-121.920341,1979,,Dublin Blvd/Clark Ave,0
37.986218,,-122.103657,1978,,Morello Ave/Center Ave,0
37.990522,,-122.101229,1977,,Morello Ave/Muir Rd,0
37.990924,,-122.100655,1976,,Morello Ave/Muir Rd,0
37.986031,,-122.103553,1975,,Morello Ave/Center Ave,0
37.745514,,-121.947076,1602,,9870 Broadmoor Dr,0
37.748833,,-121.948599,1605,,Broadmoor Dr/Saint Denis Dr,0
37.752473,,-121.950203,1604,,Broadmoor Dr/Montevideo Dr,0
37.739259,,-121.941245,1607,,Broadmoor Dr/Pine Valley Rd,0
37.745353,,-121.947236,1606,,Broadmoor Dr/Millbridge Dr,0
37.984597,,-122.048195,809,,Stanwell Dr/Bisso Ln,0
37.983213,,-122.049239,808,,Stanwell Dr/Stanwell Cir,0
37.994506,,-122.051967,803,,Solano Way/Hilltop Rd,0
37.992831,,-122.049723,802,,Solano Way/Avon Ave,0
37.990835,,-122.045513,801,,Solano Way/Hillside Ave,0
37.989848,,-122.04204,800,,Solano Way/Grant St,0
37.980517,,-122.050316,807,,Stanwell Dr/Concord Ave,0
37.981829,,-122.049766,806,,Stanwell Dr/Stanwell Cir,0
37.98465,,-122.048402,805,,Stanwell Dr/Bisso Ln,0
37.998958,,-122.052777,804,,Solano Way/Olivera Rd,0
37.93778,,-122.038795,1775,,Minert Rd/Normandy Ln,0
37.933884,,-122.046291,1774,,Minert Rd/Bancroft Rd,0
37.942184,,-122.030231,1777,,Minert Rd/Litkin Dr,0
37.939406,,-122.035627,1776,,Minert Rd/Weaver Ln,0
37.930099,,-122.023269,1779,,Mitchell Dr/Park And Ride,0
37.929867,,-122.023476,1778,,Mitchell Dr/Park And Ride,0
37.703147,,-121.899881,1159,,Bart Dublin_Pleasanton,0
37.726069,,-121.929152,1158,,Village Pkwy/Shavano Way,0
37.71504,,-121.926796,1155,,Village Pkwy/Tamarack Dr,0
37.710561,,-121.926947,1154,,Village Pkwy/Amador Valley Blvd,0
37.722045,,-121.926359,1157,,Village Pkwy/Davona Dr,0
37.718672,,-121.926474,1156,,Village Pkwy/Brighton Dr,0
37.718368,,-121.926875,1151,,Village Pkwy/Brighton Dr,0
37.721777,,-121.926691,1150,,Village Pkwy/Davona Dr,0
37.709776,,-121.926993,1153,,Village Pkwy/Amador Valley Blvd,0
37.714728,,-121.927186,1152,,Village Pkwy/Tamarack Dr,0
37.940616,,-122.062543,1551,,80 W Hookston,0
37.964717,,-122.078505,1550,,Viking Dr/Odin Dr,0
37.767775,,-121.96854,1553,,Bishop Ranch 8,0
37.774476,,-121.960908,1555,,Bishop Ranch 15,0
37.722895,,-121.942027,1557,,Alcosta Blvd/San Ramon Valley Blvd,0
37.723144,,-121.942187,1556,,Alcosta Blvd/San Ramon Valley Blvd,0
37.728381,,-121.933561,1559,,Alcosta Blvd/Elmwood Dr,0
37.724161,,-121.936723,1558,,Alcosta Blvd/Davona Dr,0
37.957937,,-121.974119,537,,Clayton Rd/Newhall Pkwy,0
37.958624,,-121.975992,536,,Clayton Rd/Claycord Ave,0
37.959542,,-121.978555,535,,Clayton Rd/Indian Ln,0
37.961138,,-121.982968,534,,Clayton Rd/Bailey Rd,0
37.96236,,-121.986335,533,,Clayton Rd/Wharton Way,0
37.964009,,-121.990944,532,,Clayton Rd/Bel Air Dr,0
37.965319,,-121.99453,531,,Clayton Rd/Denkinger Ct,0
37.966371,,-121.997357,530,,Clayton Rd/Cape Cod Way,0
37.954726,,-121.965214,539,,Clayton Rd/Alberta Way,0
37.955868,,-121.968408,538,,Clayton Rd/Ayers Rd,0
37.857845,,-122.157805,1399,,Moraga Way/Ardor Dr,0
37.85635,,-122.155185,1398,,Moraga Way/Hall Dr,0
37.854597,,-122.152599,1397,,Moraga Way/Ivy Dr,0
37.851725,,-122.151788,1396,,Moraga Way/Southwaite Ct,0
37.847014,,-122.151844,1395,,Moraga Way/Whitehall Dr,0
37.844691,,-122.148637,1394,,Moraga Way/Coral Dr,0
37.843471,,-122.146729,1393,,Moraga Way/Estabueno,0
37.84517,,-122.14998,1392,,Moraga Way/El Corte,0
37.99271,,-122.113142,427,,Center Ave/Veterans Dr,0
37.851725,,-122.152006,1390,,Moraga Way/Southwaite Ct,0
37.826134,,-122.129548,1321,,1010 Camino Pablo,0
37.912866,,-122.041958,2181,,John Muir Medical Ctr Walnut Creek,0
37.888234,,-122.071292,2180,,Olympic Blvd/Newell Ave,0
37.97881,,-121.994192,2187,,Landana Dr/Mulberry Dr,0
37.782177,,-121.95763,2185,,Tahiti Dr+Bahama Ct/Barbados Dr,0
37.731666,,-121.947363,2184,,20709 San Ramon Valley Blvd,0
37.715616,,-121.910419,2189,,Dougherty Rd/Mariposa Cir,0
37.901164,,-122.069303,2188,,Oakland Blvd/Trinity Ave,0
37.715214,,-121.91011,2211,,Dougherty Rd/Mariposa Cir,0
37.93978,,-122.058992,2210,,3470 Buskirk Ave,0
37.899046,,-122.063594,1807,,N California Blvd/Bonanza St,0
37.901168,,-122.064504,1806,,N California Blvd/Trinity Ave,0
37.902444,,-122.064908,1805,,N California Blvd/Cole Ave,0
37.905195,,-122.061181,1804,,N Broadway/Arroyo Way,0
37.904178,,-122.061053,1803,,N Broadway/S Carlback Ave,0
37.902367,,-122.061004,1802,,N Broadway/Civic Dr,0
37.903893,,-122.061271,1801,,N Broadway/Carlback Ave,0
37.906507,,-122.061527,1800,,N Broadway/Ygnacio Valley Rd,0
37.897904,,-122.063064,1809,,N California Blvd/Mt Diablo Blvd,0
37.892793,,-122.061094,1808,,S California Blvd/Newell Ave,0
37.995976,,-122.132198,1256,,3850 Alhambra Ave,0
37.905315,,-122.066956,1948,,Bart Walnut Creek,0
37.905288,,-122.067197,1949,,Bart Walnut Creek,0
37.999804,,-122.131793,1257,,Alhambra Ave/G St,0
37.905582,,-122.067404,1942,,Bart Walnut Creek,0
37.905324,,-122.067117,1943,,Bart Walnut Creek,0
37.875816,,-122.068575,1940,,Jewish Community Center,0
37.9061,,-122.067084,1941,,Bart Walnut Creek,0
37.905458,,-122.066405,1946,,Bart Walnut Creek,0
37.905342,,-122.066796,1947,,Bart Walnut Creek,0
37.905369,,-122.066899,1944,,Bart Walnut Creek,0
37.905458,,-122.066669,1945,,Bart Walnut Creek,0
37.943137,,-122.018572,818,,Treat Blvd/San Simeon Dr,0
37.941065,,-122.021614,819,,Treat Blvd/Blarney Ave,0
37.992285,,-122.130522,1255,,Alhambra Ave/Walnut Ave,0
37.963999,,-122.030886,810,,Systron Dr/Monument Blvd,0
37.964266,,-122.031024,811,,Systron Dr/Monument Blvd,0
37.962205,,-121.994321,812,,Treat Blvd/Bel Air Dr,0
37.958635,,-121.997708,813,,Treat Blvd/Lancelot Dr,0
37.955466,,-122.001854,814,,Treat Blvd/Cowell Rd,0
37.951994,,-122.005459,815,,Treat Blvd/Thompson Rd,0
37.946762,,-122.012728,816,,Treat Blvd/Navaronne Way,0
37.945619,,-122.014898,817,,Treat Blvd/San Miguel Rd,0
37.774535,,-121.983108,1623,,Crow Canyon Rd/Old Crow Canyon Rd,0
37.971269,,-122.032606,1990,,1321 Galindo St,0
37.929048,,-122.019352,1993,,2820 Shadelands Dr,0
37.961067,,-122.079073,1490,,Morello Ave/Taylor Blvd,0
37.933379,,-122.063026,1493,,Oak Park Blvd/Hook Ave,0
37.933288,,-122.065438,1494,,Oak Park Blvd/Monticello Ave,0
37.933765,,-122.070033,1495,,Oak Park Blvd/Monte Cresta Dr,0
37.933771,,-122.0731,1496,,Oak Park Blvd/Patterson Blvd,0
37.772775,,-121.991062,1626,,Crow Canyon Rd/Park Pl,0
37.77022,,-121.960472,1700,,San Ramon Transit Center,0
37.878524,,-122.073778,1701,,Rossmoor Shopping Center,0
37.847914,,-122.152615,1391,,Moraga Way/El Camino Moraga,0
37.790007,,-121.982381,1128,,San Ramon Valley Blvd/Ridgeland Dr,0
37.813701,,-121.995705,1129,,San Ramon Valley/Sycamore Square,0
37.819384,,-121.997554,1120,,Railroad Ave/School St,0
37.824022,,-122.003326,1123,,Railroad Ave/Love Ln,0
37.817662,,-121.996739,1124,,San Ramon Valley Blvd/Sonora Ave,0
37.815325,,-121.996531,1125,,585 San Ramon Valley Blvd,0
37.81363,,-121.996048,1126,,San Ramon Valley/Livery-Mercantile,0
37.789775,,-121.98261,1127,,San Ramon Valley Blvd/Ridgeland Dr,0
37.972072,,-122.017207,524,,Clayton Rd/Davis Ave,0
37.971752,,-122.016012,525,,Clayton Rd/Grove Way,0
37.969712,,-122.008839,527,,Clayton Rd/Babel Ln,0
37.982983,,-122.067261,1018,,Pacheco Blvd/Center Ave,0
37.988038,,-122.071085,1019,,Pacheco Blvd/S Buchanan Cir,0
37.973462,,-122.022001,522,,Clayton Rd/Fifth Ave,0
37.972838,,-122.020104,523,,Clayton Rd/Coventry Rd,0
38.006317,,-122.090453,1014,,Pacheco Blvd/Arthur Rd,0
37.990285,,-122.073353,1015,,Pacheco Blvd/Carolos Dr,0
37.988279,,-122.07174,1016,,Pacheco Blvd/Pacheco Manor Dr,0
37.983027,,-122.067629,1017,,Pacheco Blvd/Center Ave,0
37.968697,,-122.005219,528,,Clayton Rd/Farm Bureau Rd,0
37.967681,,-122.001541,529,,Clayton Rd/Loeffler Ln,0
38.010418,,-122.101361,1012,,Pacheco Blvd/Morello Ave,0
38.00831,,-122.095803,1013,,Pacheco Blvd/Camino Del Sol,0
37.864835,,-122.099782,1234,,500 St Mary's Rd,0
37.871948,,-122.098121,1235,,St Mary's Rd/Glenside Dr,0
37.881211,,-122.103775,1236,,St Mary's Rd/Glenside Dr,0
37.883461,,-122.109943,1237,,St Mary's Rd/Hope Ln,0
37.851764,,-122.106388,1230,,250 St Mary's Rd,0
37.851577,,-122.106399,1231,,250 St Mary's Rd,0
37.857641,,-122.101845,1232,,St Mary's Rd/Driftwood Dr,0
37.859006,,-122.101618,1233,,St Mary's Rd/Rohrer Dr,0
37.885113,,-122.115491,1238,,St Mary's Rd/Avalon Ave,0
37.903116,,-122.095989,1239,,Stanley Blvd/Acalanes High School,0
37.997885,,-121.873483,438,,Buchanan Rd/Loveridge Rd,0
37.997891,,-121.882749,439,,Buchanan Rd/Inverness Dr,0
38.001771,,-121.844886,436,,Fairview Dr/Potomac Ct,0
38.001557,,-121.845036,437,,Fairview Dr/Potomac Ct,0
38.003374,,-121.841251,434,,Delta Fair Blvd/Somersville Towne,0
38.003731,,-121.841434,435,,3400 Delta Fair Blvd,0
37.99789,,-121.84534,432,,Buchanan Rd/Somersville Rd,0
37.998282,,-121.844029,433,,Somersville Rd/Buchanan Rd,0
37.998047,,-121.875092,430,,Buchanan Rd/Mcfaul Dr,0
37.99805,,-121.8803,431,,Buchanan Rd/Suzanne Dr,0
37.940722,,-122.063818,1967,,Cleaveland Rd/W Hookston Rd,0
37.976262,,-122.060021,1961,,Diamond Blvd/Burnett Ave,0
37.766428,,-121.963462,1554_merged_381003058,,Bishop Ranch 2600,0
37.766428,,-121.963462,1554_merged_381003055,,ATT,0
37.762538,,-121.956758,2082,,Bollinger Canyon Rd/Bishop Ranch 1,0
37.908658,,-122.049738,2083,,Montego/Ygnacio Valley Rd,0
37.778024,,-121.922832,2080,,Dougherty Rd/Monarch Rd,0
37.933356,,-122.058799,2086,,Coggins Dr/Buskirk Ave,0
37.912288,,-122.040281,2087,,John Muir Medical Ctr Walnut Creek,0
37.901316,,-122.068684,2084,,1924 Trinity Ave,0
37.901468,,-122.068431,2085,,1924 Trinity Ave,0
37.925965,,-122.062888,1832,,N Main St/Geary Rd,0
37.924216,,-122.063494,1833,,N Main St/Lesnick Ln,0
37.924038,,-122.063207,1830,,N Main St/Lesnick Ln,0
37.926037,,-122.062509,1831,,N Main St/Treat Blvd,0
37.917923,,-122.065701,1836,,N Main St+Third Ave/San Luis Rd,0
37.911384,,-122.065565,1837,,N Main St/Parkside Dr,0
37.92169,,-122.064398,1834,,N Main St/Second Ave,0
37.919655,,-122.065095,1835,,N Main St/Third Ave,0
37.924709,,-122.023597,1839,,N Wiget Ln/Ygnacio Valley Rd,0
37.79922,,-121.888714,2154,,Camino Tassajara/Knowview Dr,0
37.799847,,-121.893231,2155,,Camino Tassajara/Shadow Creek Dr,0
37.983301,,-122.079249,939,,Center Ave/Hidden Lakes Dr,0
37.798696,,-121.915669,2157,,Camino Tassajara/Conejo Dr,0
37.795362,,-121.882607,2152,,Lusitano St/Charbray St,0
37.799493,,-121.882488,2153,,Camino Tassajara/Blackhawk Dr,0
37.987278,,-122.105165,932,,Center Ave/Snow Dr,0
37.989381,,-122.107457,931,,Center Ave/Granite Ct,0
37.990938,,-122.110391,930,,Center Ave/Kaiser Dr,0
37.701647,,-121.89837,2158,,Unloading Bart Dublin/Pleasanton,0
